Name,Description,Logo URL,Search URL
McGill,"Emerson Transmission Corp. выкупила компанию в 1990 году. Это же касается и другого американского бренда – . Emerson Transmission Corp. относится к филиалу Emerson Electric Co. Штаб-квартира располагается на территории города Сент-Луис. У бренда McGill большая призводственная история. За все время удалось добиться очень многого.

Продукция, которую выпускает McGill:
• ролики опорного типа CAMROL
• подшипники игольчатого типа CAGEROL
• роликоподшипники игольчатого типа GUIDEROL
• роликоподшипники сферической формы SPERE-ROL
• подшипники для авиационной отрасли

Подшипники ГОСТ (ГПЗ, ГПЗ-34, АПП, VPZ, КНР и др…). Подшипники, комплектующие и оборудование, Производителей: REXROTH, WINKEL, NTN / SNR, SKF, FAG / INA, NSK RHP, KOYO, NACHI, ASAHI, TIOMKEN, GAMET, SNFA, BEKO, BARDEN, GMN, FLURO, IBC, IKO,",https://aprom.by/images/logo_mcgill.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=McGill
Metal Work,"Италия

Компания Metal Work S.p.A - один из мировых лидеров среди производителей пневматического оборудования. Cпециализируется на производстве элементов и приборов которые применяются в пневматическом инструменте и оборудовании.

Компания Metal Work S.p.A. была основана в 1967 году и начала своё развитие с производства быстроразъёмных фитингов для пневматических систем. В 1992 году компания была сертифицирована по стандарту ISO 9001 и в 2000 году дополнительно прошла сертификацию по стандарту ISO 14001. В 2007 году Metal Work также получил сертификат OHSAS 18001, таким образом, приводя безопасность производства к наивысшему уровню.

История компании демонстрирует отличный пример того, как, начиная с малого, можно прийти к многообразию в продуктовой линейке. Компания, имеющая более 45 представительств, с численностью 350 сотрудников, работающих на производстве, и более 700 сотрудников, оказывающих техническую поддержку по всему миру, сегодня является одним из лидеров среди производителей пневматического оборудования. Высокое качество выпускаемой продукции и непрерывное развитие позволяют Metal Work решать самые неординарные задачи наших партнёров и потребителей в области средств промышленной пневмоавтоматики.

Качество превыше всего: от процесса разработки до процесса производства сотрудники Metal Work проверют каждую деталь, чтобы быть уверенными в надёжности выпускаемой продукции:

Пневматические цилиндры, приводы, захваты
Клапаны и регуляторы
Блоки подготовки воздуха, фильтра и компоненты
Фитинги и принадлежности


сайт  Италия

Подшипники всех типов отечественного и иностранного производства различного класса точности, типоразмеров и конструктивных особенностей для промышленного оборудования, строительной и сельхозтехники: МПЗ, ГПЗ, ГПЗ-2, ГПЗ-34, 10-ГПЗ, КПК, СПЗ-4, СПЗ (SPZ-Group), HARP, SKF, FAG, NTN, INA, VBF, ZKL, ZVL, FLT. Широкий ассортимент со склада (в наличии) и под заказ. Ремни приводные. Манжеты армированные. Сальники. Пневматика. Официальный дистрибьютор",https://aprom.by/images/logo_metal work.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=Metal Work
NACHI,"Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,ISB,MTM,CX,ASAHI,TIMKEN, FERSA, NTN,",https://aprom.by/images/logo_nachi.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NACHI
NADELLA,"1985 год стал для производителя Nadella переломным. Акции компании были выкуплены на паритетных началах коммерческими 
объектами Torrington и SNR, зарекомендовавшими себя на рынке только с хорошей стороны.

В 2001 году компания Torrington, известная на рынках своими прецизионными игольчатыми подшипниками,
выкупила оставшуюся часть акций у своего партнера - SNR, став единым владельцем компании Nadella.

2003 год знаменуется в истории компании как год восстановления прежних мощностей. После того как 
The Timken Company полностью выкупила все акции и стала полноправной владелицей Nadella, 
последняя стала подразделением систем линейного перемещения в The Timken Company и начала активную работу.
В состав нового подразделения Nadella вошли бывшая немецкая Nadella GmbH, созданная в 1985 году и бывшая
 итальянская Nadella S.p.A., созданная в 1963 году.

Подшипники ГОСТ (ГПЗ, ГПЗ-34, АПП, VPZ, КНР и др…). Подшипники, комплектующие и оборудование, Производителей: REXROTH, WINKEL, NTN / SNR, SKF, FAG / INA, NSK RHP, KOYO, NACHI, ASAHI, TIOMKEN, GAMET, SNFA, BEKO, BARDEN, GMN, FLURO, IBC, IKO, McGILL, RBC, DODGE, COOPER, IZO, KRW,",https://aprom.by/images/logo_nadella.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NADELLA
NB,"Японский производитель, носивший до 1963 название Yamazaki. 
Сегодня называется NIPPON BEARING CO.
Выпускает роликовые и шариковые рельсовые направляющие, шариковинтовые передачи,
 каретки, шариковые втулки, а также валы для них, координатные столы, линейные актуаторы.",https://aprom.by/images/logo_nb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NB
NBI,"NBI Group -поставляет продукцию более чем в 50 стран мира.

NBI Group штат из 400 сотрудников, распределенных по четырем бизнес-направлениям: подшипники, металлообработка, обработка и литье под давлением, а также обработка алюминия.

NBI это 8 заводов, расположенных между Испанией и Азией.

NBI Group worldwide: Spain - Romania - India - China - Brazil",https://aprom.by/images/logo_nbi.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NBI
NBS,"Торговые марки ISB , NBS , TSC, EMS, KDF, LSK, SFB  принадлежит концерну  IC Group  - Italcuscinetti (Италия) .

Концерн IC Group  - Italcuscinetti занимает достойную  позицию в ряду крупных компаний по продаже технических промышленных изделий на  международном рынке. Это позволило компании заказывать и производить продукцию под собственным брендом:

Официальный дистрибьютор WINKEL (Германия),  ISB (Италия),",https://aprom.by/images/logo_nbs.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NBS
NECTECH,"Компания Nectech представляет  европейское торговое представительство - Shanghai Superoll Bearing Co.

Shanghai Superoll Bearing Co. (www.superoll-bearing.com) - одна из самых современных  компаний производящих подшипники в Китае с сертификатом качества ISO 9001:2000:",https://aprom.by/images/logo_nectech.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NECTECH
NETRAL,"NETRAL - продукция без маркировки завода производителя.

No brand, Noname - это товар, поставляемый из различных источников, упаковка и внешний вид товара могут меняться.

Подшипники NSK (Япония), KOYO(Япония), FERSA(Испания), KMR (Китай) ,10-ГПЗ (Ростов-на-Дону,РФ), SKF, KG. Официальный дилер ГПЗ, ООО ""ГПЗ"", Россия. Сальники TTO (Тайвань). Ремни Contitech(Германия). Российские подшипники.",https://aprom.by/images/logo_netral.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NETRAL
NEUTRAL,"NEUTRAL - продукция без маркировки завода производителя.

No brand, Noname - это товар, поставляемый из различных источников, упаковка и внешний вид товара могут меняться.

В широком ассортименте представлены подшипники: высокотемпературные подшипники, сверхточные, низкотемпературные, двухрядные шариковые, роликовые цилиндрические подшипники, упорные роликовые, радиальные однорядные, радиально-упорные шариковые, конические роликовые, двухрядные шариковые (самоустанавливающиеся),для особых условий рабочей среды. Подшипники AM, APZ, ASAHI, BECO, BMZ, BOSCHREXROTH, BSN, CRAFT, CTS, CX, DKF, DP, DR, DRR, ELGES, EZO, FAG, FBJ, FERSA, FKC, FKD, FKL, FLI, FLT, FSQ, FUJI, FYH, GPZ, HIWIN, HOFFMANUK, IJK, IKO, INA, ISB, ITN, KABAT, KG, KMB, KOFK, KOYO, KPT, KRAFT, KYK, KSM, LDI, LDK, LK, LPZ, LQY, LYC, LYK, MALEX, MCG, MK, MPZ, MRC, MTM, NACHI, NADELLA, NBS,",https://aprom.by/images/logo_neutral.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NEUTRAL
NIS,"В стремлении максимально удовлетворить потребности клиентов компания NIS производит подшипники, соответствующие международным стандартам качества ISO 9001, разрабатывает и использует инновационные технологии и материалы, совершенствует систему логистики, сервисного обслуживания и управления на всех этапах производства, а также активно развивает дистрибьюторскую сеть.

Огромный производственный опыт и высокий уровень технологий позволяет компании NIS становиться все более популярной на мировом рынке и производить продукцию, востребованную в современном промышленном мире.

NIS Bearing владеет двумя специальными фирменными брэндами:  и .
 
сайт    Сингапур

Подшипники редкие,специальные, прецизионные. Обгонные муфты, системы линейного перемещения, тела качения. Высокотемпературные подшипники. Миниатюрные подшипники. Подшипники из нержавеющей стали. Ремни, промышленные уплотнения, смазка, редукторы, электродвигатели, опорные ролики. Российские подшипники. Подшипники ЕПК-EPK, СПЗ-4, ZKL, INA, IKO, FAFNIR, FAG, SNFA, SKF, KOYO, SNR, FERSA, МП, СПЗ, СПЗ-9, ГПЗ-2 , КПК, Волжский стандарт, GMN, NSK, NACHI, McGill, TORRINGTON, ELGES, THK, SCHNEEBERGER,HIWIN, STIEBER, GMN, TSUBAKI, KDF, CTS, ASAHI, NTN, FYH, DODGE, TIMKEN, RHP, RBC, EZO, COOPER, FLT, URB,",https://aprom.by/images/logo_nis.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NIS
NKE,"Австрия



Молодое предприятие с надежными традициями

1992 - Группа ведущих сотрудников покидает ""Steyr Wаеlzlager"" после его перехода под контроль и управление SKF.

1996 - Регистрируется торговая марка NKE и основывается предприятие NKE Wаеlzlager Vertriebsges.m.b.H. с основным местонахождением в Штайре.

1997 - Первое международное торговое представительство основывается в Великобритании.

1998 - NKE сертифицируется согласно ISO 9001 и ISO 14001.

1999 - Вследствие быстрой экспансии на резервном земельном участке в 14000 м2 сооружается новый главный офис площадью более 2000 м2.

2001 - NKE впервые участвует в Ганновер Мессе - одной из ключевых промышленных отраслевых выставок.

2002 - Первая международная конференция NKE-дистрибьюторов устраивается на Майорке, Испания.

2003 - Производится второй этап постройки - расширение офисного тракта в Штайре.

2004 - Фирменное наименование изменяется на NKE AUSTRIA GmbH.

2005 - В рамках третьего этапа постройки главный офис в Штайре расширяется до 4600 м2.

2006 - NKE празднует десятилетний юбилей и проводит свою третью международную конференцию дистрибьюторов в Афинах, Греция.

2008 - Четвертая международная конференция NKE-дистрибьюторов проходит в Зальцбурге, Австрия.

2008 - Запускается строительство нового фирменного центра.

2009 - Завершается строительство нового фирменного центра площадью 10000 м2.

Наша компания специализируется на оптовой и мелкооптовой продаже. В широком ассортименте: подшипники (SKF FAG NSK",https://aprom.by/images/logo_nke.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NKE
NMB,"Большое преимущество NMB заключается в том что,  почти все необходимое в производстве для продукции NMB Minebea производятся непосредственно на своих производствах.
Это обеспечивает оптимальный стандарт качества для всей  продукции NMB. Производство организовано в соответствии со стандартами JIS (ISO) или AFBMA (ABEC). Высокий уровень качества продукции достигается посредством  постоянного контроля качества.  NMB-Minebea-GmbH сертифицирована по ISO 9000 и ISO/TS 16949.  Продукция соответствует стандартам ISO 9000, QS 9000, ISO/TS 16949 и ISO 14001.

Как лидер в своей отрасли   NMB Minebea работает во всем мире – в Японии, Мексике, Бразилии, Сингапуре, Тайване, Тайланде, США, Китае и в Европе.

Подшипники ГОСТ (ГПЗ, ГПЗ-34, АПП, VPZ, КНР и др…). Подшипники, комплектующие и оборудование, Производителей: REXROTH, WINKEL, NTN / SNR, SKF, FAG / INA, NSK RHP, KOYO, NACHI, ASAHI, TIOMKEN, GAMET, SNFA, BEKO, BARDEN, GMN, FLURO, IBC, IKO, McGILL, RBC, DODGE, COOPER, IZO, KRW, NADELLA,",https://aprom.by/images/logo_nmb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NMB
NOK,"NOK CORPORATION - крупнейший японский производитель сальников и резинотехнических уплотнителей.

Производство, импорт и продажа уплотнений, промышленных механических деталей, гидравлического оборудования, оборудования для ядерной энергетики, синтетических химических продуктов, а также электронных и других продуктов; монтажные работы и др.

Компания появилась в 1939 году и изначально называлась Japan Bearing Production Co., Ltd.
В 1951 году компания объединилась с Nippon Yushu Industry Co., Ltd. и получила новое название - Nippon Oil Seal Industry Co., Ltd.
В 1960 году компания открывает новый завод в городе Фудзисава, а в 1963 году - еще один в городе Накабару-Чо.
В 1964 году руководство компании открывает первую дочернюю фирму в Азии - Nippon Sealol Co. (сейчас известная как Eagle Industry Co.). В 1967 году компания снова увеличила производственную мощность за счет нового завода в городе Сагаро-Чо.
В 1968 году появилась первая дочерняя фирма в США - NOK-USA Ink. (сейчас известная как NOK Inc.).
С 1969 по 1976 года компания Nippon Oil Seal Industry Co. открывает еще 4 дочерние компании и 2 новых завода.
В 1985 году компанию переименовали на NOK Corporation.
За период с 1986 по 1989 корпорация существенно увеличила производственные мощности за счет 5-ти новых азиатских филиалов и завода в городе Нихонмацу.
В 1990-тых годах NOK Co. открыла на территории Азии 7 дочерних фирм, а за первое десятилетие XXI - еще 8.

Сейчас корпорация NOK - самый крупный и известный японский производитель сальников и уплотнителей в мире. У компании 22 крупных представительства в Азии и по одному офису в Германии и США. Руководство корпорации придерживаются концепций КСО (корпоративной социальной ответственности) и ведут активную экологическую политику.

Продукция компании NOK.
Ассортимент товаров компании состоит из множества направлений. Автомобильные уплотнители, сальники и манжеты NOK - самая многочисленная и популярная группа товаров. Компания делает резинотехнические комплектующие для всех типов автомобильных агрегатов и систем - от резиновых прокладок для ДВС до силовых сальников рулевого управления. Уплотнители и сальники NOK также используют в промышленности.

Помимо резинотехнических комплектующих, заводы компании выпускают:
• специнструменты;
• запасные детали и компоненты для текстильной промышленности;
• комплектующие для банкоматов;
• промышленные воздушные фильтры;
• технические смазочные вещества;
• электросхемы для мобильных телефонов, видеокамер и жестких дисков;
• комплектующие для печатной оргтехники;
• вибро- и звукоизоляционные изделия;
• аккумуляторы


сайт  Япония",https://aprom.by/images/logo_nok.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NOK
NQK,"NQK.SF – крупнейший завод-производитель в КНР, специализирующийся на уплотнениях. Благодаря собственной системе проектирования, исследований и производства, компания предоставляет качественные детали по конкурентоспособным ценам.

Завод занимает площадь около 40 000 кв. м, штат состоит из 260 сотрудников. С 2008 года в компании внедрена система управления ERP. Предприятие является официальным производителем продукции, сертифицированной по ISO16949. Современное программное обеспечение позволяет создавать уплотнения любых, в том числе нестандартных, размеров, с учетом требований потребителей.

NQK.SF выпускает уплотнения для мотоциклов, автомобилей, гидравлики судов, горного оборудования, металлургической и других отраслей промышленности. Продукция компании экспортируется в более 40 стран мира, включая Россию, Канаду, Америку, Мексику, Аргентину, Польшу.

сайт  Китай",https://aprom.by/images/logo_nqk.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NQK
NRB,"NRB Industrial обладает общеиндийским отделом продаж, широкой дистрибьюторской сетью и отраслевой инженерной поддержкой.

Радиальные шарикоподшипники
Радиально-упорные шарикоподшипники
Самоустанавливающиеся шарикоподшипники
Цилиндрические роликовые подшипники
Сферические роликовые подшипники
Роликовые подшипники
Игольчатые подшипники
Игольчатые и роликовые упорные подшипники
Шарикоподшипники с широким внутренним кольцом
Суперпрецизионные подшипники
Конические роликовые подшипники
Комбинированные подшипники
Корпусные подшипники и узлы
Ролики, иглы, шарики

Эксклюзивный дистрибьютор в Республике Беларусь компании FKL Temerin (Сербия). Авторизованный суб дистрибьютор компании",https://aprom.by/images/logo_nrb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NRB
NSK,"Экспансия на рынки за пределами Японии компания начала в 1960 г. Сейчас она работает в 25 странах, 19 заводов расположены в Японии, предприятия компании находятся в 36 странах. В начале 60-х годов ХХ в. были основаны офисы продаж в Michigan и Ann Arbor.

В 1963 году открылось торговое представительство в Германии, в 1976 г. – начато производство изделий NSK Peterlee. В 1990 г. стало функционировать предприятие по формовке колец, обработке ступичных узлов 1-ого поколения, куплена компания UPI, в составе которой находились RHP, WIB и Neuweg. NSK в то время была переименована в NSK-RHP.

В 1992 г. в Англии открыт исследовательский центр NSK-RHP.

В 2001 г. компания продолжила работу под брендом NSK Group.

Высокое качество продукции и месторасположение дистрибьюторских центров в Европе позволило NSK укрепить свои позиции на рынке.

Начиная с середины 1990-х годов, NSK быстро расширила свою деятельность в странах Азии. В частности, в быстро растущих рынках, таких как Китай. NSK постоянно расширяет корпоративную структуру для проведения научных исследований и разработок, продаж и технического обслуживания на местах.

С учетом тенденции глобализации современной мировой экономики, NSK стремится к дальнейшему совершенствованию производственных технологий, системы управления и укреплению своих позиций во всем мире.

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,",https://aprom.by/images/logo_nsk.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NSK
NTL,"Бренд NTL ориентирован прежде всего на невысокую стоимость продукции.

Ассортимент NTL:
• подшипниками качения (радиальные, радиально-упорные, сферические, прочее);
• втулками;
• манжетами;
• дюймовые подшипниками;
• подшипниками для автомобилей;
• подшипниками для редукторов;
• телами качения(ролики, шары, стопорные кольца, прочее)

Подшипники. Ремни клиновые. Линейные опоры качения. Манжеты. Сальники. Цепи. Звенья. РВД. Стопорные кольца. Шарики. Оптовая и розничная торговля. Реализация продукции известных брендов (ZKL, URB, KYK, FKL, АПП, FBC, РВЗ, ИПК, ZKL, BBC-R, ГПЗ-34, SKF, FAG, Koyo и многих других). Официальный дистрибьютер группы компаний APP-GROUP, ВВС-R, ГПЗ-34. Официальный дилер ИПК. Сертификат на право эксклюзивных продаж продукции FBC-GROUP (FBC,",https://aprom.by/images/logo_ntl.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NTL
NTN,"Участие в разработке новых продуктов и проведение испытаний, позволяет корпорации NTN решительно отвечать на новые вызовы промышленной индустрии, включая автомобильную, компьютерную, аэрокосмическую, производство медицинского оборудования, промышленных роботов и др.

NTN открывает филиалы по всему миру, что позволяет обеспечить стабильные поставки продукции в глобальном масштабе. Эта компания одна из первых начала систематизировать производственные линии для совершенствования технологии производства. Сейчас большинство производственных линий автоматизированы, что позволяет снижать затраты и производить подшипники высокого качества по стандарту ISO 9001. Поэтому продукция корпорации NTN заработала высокую оценку и доверие клиентов во всем мире.

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,ISB,MTM,CX,ASAHI,TIMKEN, FERSA,",https://aprom.by/images/logo_ntn.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NTN
NTN-SNR,"Список компаний, официальным партнером которых является NTN-SNR, насчитывает более 100, среди них:  AUDI, MERCEDES BENZ, PORSCHE, FORD, HONDA, MITSUBISHI, NISSAN, OPEL, RENAULT, TOYOTA, SKODA, VOLKSWAGEN, PSA PEUGEOT-CITROEN.

В ассортимент производимой продукции NTN-SNR:
• промышленные подшипники различных типов и модификаций
• подшипники ступиц колеса
• подшипники коробок передач
• подшипники компрессоров и кондиционеров
• выжимные подшипники
• опорные подшипники подвески McPherson
• ролики ГРМ
• ролики дополнительного оборудования
• шкивы коленчатого вала
• тормозные диски с интегрированным подшипником колеса
• подшипники для грузовиков и автобусов
• ШРУС
• датчики скорости

Доказательством  высочайшего качества  продукции является  показатель брака - всего 4 единицы брака на 1 000 000 продукции, а по опорно-упорным подшипникам 0 ppm за последние 10 лет.

Компания SNR изобрела и запатентовала ASB-подшипник с активным сенсором, благодаря которому работают такие автомобильные системы как ABS и ESP.  Данная технология стала одним из стандартов  автомобильной промышленности и права на ее использование позднее были проданы FAG, NSK, KOYO и другим компаниям. Сегодня все новые автомобили оснащены системой ASB.

Продажа комплектующих для промышленного оборудования. Официальный и авторизованный дистрибьютор: SKF, Timken,",https://aprom.by/images/logo_ntn-snr.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NTN-SNR
NXZ,"NXZ производит подшипники с внешним диаметром от 40 до 3 500 мм. Основными потребителями являются предприятия тяжелого и химического машиностроения, металлургии, железнодорожного транспорта и т.п.",https://aprom.by/images/logo_nxz.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=NXZ
OKS,"Германия

OKS



Марка OKS это синоним высококачественных продуктов, способных уменьшить трение, износ и коррозию.



    Пасты для легкого монтажа и демонтажа.
    Масла с высокоэффективными присадками.
    Консистентные смазки.
    Сухие смазки.
    Защита от коррозии  для надежной консервации для длительного хранении.
    Продукты для регулярного обслуживания. 
    Лубрикаторы  для промышленного применения .
    Сварочный антиадгезив Lusin. 

OKS – Ваш профессиональный партнер в сфере специальных смазочных материалов

    Основание: в 1978 г. дипломированным инженером Фридрихом Кун-Вайсом
    Компетентность компании: разработка, производство и сбыт специальных смазочных материалов и химико-технической продукции для промышленного технического обслуживания и ухода
    Местонахождение фирмы: Мюнхен, Германия
    Сбыт: в 50 странах по всему миру
    Партнеры по сбыту: более 400 технических дилеров и продавцов минерального масла
    Сертификации: в соответствии с ISO 9001, ISO 14001 и OHSAS 18001
    Принадлежность: с 2003 г. входит в состав группы Freudenberg
    Членство:
        Важнейший партнер Объединения технической торговли VTH - Verband Technischer Handel e.V.
        EPTDA - EPTDA - European Power Transmission Distributors Association
        Объединение промышленности смазочных материалов VSI - Verband Schmierstoff-Industrie e.V.



сайт  Германия

Подшипники IKO, IBC, ASAHI, SNH, SKF, FAG, TIMKEN, NKE, NSK, GMN. Высокотемпературные подшипники. Нержавеющие подшипники. Корпусные подшипники. Опорные ролики. Системы линейного перемещения IKO. Смазка специальная",https://aprom.by/images/logo_oks.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=OKS
OPTIMAL,"OPTIMAL Automotive GmbH поставляет качественные запчасти для автомобилей с момента своего основания в 1992 году.

В основе работы лежит тщательное и прямое сотрудничество с клиентами. Качество продукции OPTIMAL и высокий уровень обслуживания являются ключом к достижению удовлетворённости клиентов. Качество является одной из важнейших бизнес-задач.

Современные системы связи и логистики, а также обширный складской запас означают, что товары доставляются вовремя с высоким уровнем обслуживания. Вся продукция имеет высшее качество и соответствует европейским и международным стандартам для вторичного рынка. Например, стандарты производства и качества IATF 16949:2016 и ISO 9001:2015.

сайт  Германия",https://aprom.by/images/logo_optimal.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=OPTIMAL
ORS,"ORS BEARINGS - компания «ORTADOĞU RULMAN SANAYİ» (Турция).

Основные отрасти поставок: автомобильная промышленность - более 50% продукции и промышленность - электродвигатели и оборудование.

Ковка и кантовка.
Термообработка и шлифование.
Штамповка, сборка и упаковка.
А также производство штампов и инструментов для собственного производства.

Автоматизированная транспортно-складская система.
Лаборатория обеспечения качества.
Химическая лаборатория.
Металлографическая лаборатория.
Испытательное оборудование.

IATF 16949:2016,
ISO 9001:2015,
ISO 14001:2015,
ISO 45001:2018,
ISO / IEC 27001:2013,
ISO 50001:2018,
FORD Q1.

Официальный дистрибьютор Schaeffler Technologies AG (подшипники FAG, INA). Официальный дилер АПЗ-20 ( UBP ). Предлагаем со склада в Минске и под заказ подшипники: FAG, INA, SKF, Craft, CX,",https://aprom.by/images/logo_ors.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=ORS
Optibelt,"Германия


Компания  Optibelt Group с головным офисом в городе Хёкстере, Германия, является ведущим производителем высокоэффективных приводных ремней.

Качество таких продуктов Optibelt, как клиновые ремни, многоручьевые ремни, зубчатые ремни Omega и Alpha (хлоропрен и полиуретан) ценится многими известными производителями оригинального оборудования (OEM) и предприятиями, которые занимаются техническим обслуживанием, ремонтом и эксплуатацией по всему миру.

Компания  Optibelt Group имеет несколько заводов в Европе и за ее границами. Optibelt  имеет филиалы  во многих европейских странах, а также в Северной и Южной Америке, Китае, в Тихоокеанском регионе, в которых работают грамотные специалисты, что гарантирует отличный сервис и быструю поставку.


сайт  Германия

Optibelt Industrie-Riemen Industrial Belts.3,6Mb - язык: русский

Официальный дистрибьютор ZKL group (Чехия) в Республике Беларусь. Официальный представитель FKD. Официальный поставщик POWERSTRAND-MP. Подшипники ZKL, SKF, CRAFT, ГПЗ, FKD. Корпусные подшипники. Российские подшипники. Китайские подшипники.  Ремни",https://aprom.by/images/logo_optibelt.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=Optibelt
PBF,"Ассортимент:
Шарикоподшипники
Цилиндрические роликоподшипники
Конические роликоподшипники
Специальные подшипники
Крупногабаритные подшипники
Комплектующие к подшипникам
 

 
сайт  Польша

Официальный дистрибьютор компании CRAFT BEARINGS (подшипники), ПО СПБелт (конвейерные ленты ComBelt) на территории РБ. Официальный дистрибьютор HRT. Предлагаем в широком ассортименте подшипники FAG, INA, SKF, ZVL, FLT-",https://aprom.by/images/logo_pbf.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=PBF
PEER,"Особой популярностью продукция Peer пользуется в сельском хозяйстве, где компания предлагает широкую линию уникальных решений, не имеющих аналогов по соотношению цены и качества.

В 2008 году PEER Bearing вошла в состав , сохранив при этом свой бренд. В офисах компании, расположенных в США, Китае, Германии, Италии и Бразилии, трудятся более 1600 человек. Собственный исследовательский центр и профессиональные инженеры всегда готовы предложить наиболее эффективные решения для различных видов техники. Качество продукции PEER подтверждено международными сертификатами ISO 9001, ISO/TS 16949, ISO 14001, OHSAS 18001.

Ассортимент продукции PEER включает в себя: радиальные шарикоподшипники, конические роликовые подшипники, прецизионные шариковые подшипники для электродвигателей, навесные агрегаты, сельскохозяйственные подшипники, миниатюрные подшипники и специальные подшипники используемые в промышленности.

сайт  США",https://aprom.by/images/logo_peer.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=PEER
PERMAGLIDE,,https://aprom.by/images/logo_permaglide.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=PERMAGLIDE
PFI,"PFI - Perfect Fit Industries, Inc. - компания основана в 1993 году в США. Офис компании PFI Bearings находится во Флориде США. Компания имеет 3 завода, региональные распределительные центры в 10 городах и дистрибьюторские центры более чем в 70 странах мира. Система качества продукции соответствует ISO 9001:2000 AND ISO TS16949:2002.

Основное внимание компания уделяет автомобильным подшипникам для легковых автомобилей. В этом секторе PFI имеет прочную репутацию и признание. Продукция разработана в США. В 2021 году оборот компании PFI, насчитывающей 70 сотрудников, составил 16,8 млн долларов США. Продукция распространяется более чем в 70 странах с собственными распределительными центрами в Аргентине, Австралии, Боливии, Бразилии, Чили, Колумбии, Нидерландах, Мексике, Китай и Турция.

Основная номенклатура выпускаемой продукции:  подшипники для автомобильных генераторов,  стартеров,  компрессоров кондиционеров,  ступичные подшипники,  подшипники двигателя и коробки передач, обгонные муфты, подшипники для электроинструмента.

Подшипники производятся в метрическом и дюймовом размере.

сайт  США",https://aprom.by/images/logo_pfi.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=PFI
